Unit	F	f_deepseek_neg	score_deepseek_neg	f_deepseek_pos	score_deepseek_pos	f_gpt_neg	score_gpt_neg	f_gpt_pos	score_gpt_pos	f_hum_neg	score_hum_neg	f_hum_pos	score_hum_pos
赚钱	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
时掉	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
半晚	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
比上	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
透明胶	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
禁止	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
猪蹄	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
且不说	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
铺上	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
凑合着	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
炸过	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
打分	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
高于	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
一墙之隔	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
十月	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
相提并论	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
花艺	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
解决办法	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
低级	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
吃不起	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
小虫	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
票价	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
震撼	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
实力	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
匝道	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
65	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
地带	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
呵	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
渐渐	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
丢弃	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
市场经济	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
无言	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
不经意	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
山下	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
卫生用品	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
哈喇	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
油味	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
真怕	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
变质	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
领导人	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
减速	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
嘎	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
回馈	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
呜呼	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
会流	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
嗨	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
订单号	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
计算机	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
出不来	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
残酷	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
人名	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
旅	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
反差	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
多一些	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
茉莉花	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
忌讳	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
情景	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
1408	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
公车	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
连绵不绝	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
高声	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
房好	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
一两百	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
性格	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
搞了半天	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
纳闷	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
剧组	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
靠枕	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
批准	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
锈迹	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
医务室	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
怼	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
一时	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
套路	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
矫情	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
止痒	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
打来	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
515	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
床脚	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
扣除	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
经营者	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
一本正经	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
吆喝声	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
速	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
下边	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
背板	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
乱糟糟	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
与时俱进	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
首次	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
后果	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
灰暗	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
未洗	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
低下	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
冷却塔	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
淮海路	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
邻近	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
延长	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
赶人	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
木屋	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
蜈蚣	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
无动于衷	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
太仓	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
最糟	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
蔓延到	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
冷掉	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
小馒头	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
殷墟	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
废墟	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
酒店家具	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
有虫	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
腐烂	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
丢下	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
唐山	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
保健品	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
包了	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
一辆车	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
惦记着	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
改正	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
吹冷风	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
落荒而逃	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
要冲	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
要开	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
豪华酒店	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
如厕	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
爱心	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
抹黑	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
一处	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
扬	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
时到	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
摇头	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
游泳衣	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
IP卡	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
试拨	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
久久	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
拉屎	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
从前	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
尤为	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
部长	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
仁	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
用脏	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
超乎	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
好歹	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
闻见	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
店去	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
两三个	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
拐弯	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
失火	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
随	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
一滴	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
积雪	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
防盗	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
栓	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
电子产品	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
口布	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
水能	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
细菌	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
称重	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
抢劫	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
有天	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
里程	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
广东话	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
三轮车	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
好几	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
过路车	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
旅舍	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
凹下去	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
略贵	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
排泄物	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
雨季	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
取暖	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
收银员	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
心不在焉	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
嫌疑犯	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
弄个	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
几元	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
简易	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	0	-0.2467	1	0.3628
西兰花	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	0	-0.2467	1	0.3628
打底	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
羊肉	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	1	0.3628
围着	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
败笔	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
算好	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
中央大街	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
首屈一指	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
中信	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
依据	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	1	0.3628
旺	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
众口	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
家私	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
好去处	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
直达车	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	0	-0.2467	1	0.3628
护国寺	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
水果摊	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	0	-0.2467	1	0.3628
小聪明	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	0	-0.2467	1	0.3628
厚道	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
绝对值	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
浆糊	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	0	-0.2467	1	0.3628
大而	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
段距离	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
临河	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	0	-0.2467	1	0.3628
upgrade	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
获	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
非常简单	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
床大	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
连在一起	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
民航	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
略差	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	0	-0.2467	1	0.3628
四楼	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
油画	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	0	-0.2467	1	0.3628
普普通通	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	0	-0.2467	1	0.3628
年限	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
92	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
为省	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
文庙	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
瓶水	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
受宠若惊	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	0	-0.2467	1	0.3628
迪斯尼	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
公干	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
蓬莱	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
打上去	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
635	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
代金券	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
山西人	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
人满为患	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
可不可以	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
红山	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
轮渡	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
认同	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
全体	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
点有	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
延到	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	0	-0.2467	1	0.3628
卫浴设备	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
园丁	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	0	-0.2467	1	0.3628
新锦江	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
就可以看	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
各式各样	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	0	-0.2467	1	0.3628
232	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
截止日	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	1	0.3628
一摞	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	0	-0.2467	1	0.3628
得体	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
殷勤	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
不妥	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
窗框	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	1	0.3628
指挥	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	0	-0.2467	1	0.3628
致意	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	0	-0.2467	1	0.3628
XX	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
荃湾	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
二线	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	1	0.3628
上海市	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
传真机	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
熄灯	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
如是	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
旧城区	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
楼上楼下	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	1	0.3628
等车	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	1	0.3628
赠品	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
屋苑	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
入伙	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
小商店	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	0	-0.2467	1	0.3628
吃完饭	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	0	-0.2467	1	0.3628
手法	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
极贵	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
帝豪	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
三人房	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
乐坏了	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	0	-0.2467	1	0.3628
稍为	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	0	-0.2467	2	1.213
